zip,15_min,30_min,45_min,60_min,ruca,population,median_household_income
51442,1,2,3,8,Suburban,"9,373","$52,626"
51443,1,1,4,10,Suburban,"1,329","$72,632"
51444,1,2,2,4,Rural,356,"$58,542"
51445,0,1,3,7,Rural,"2,661","$60,688"
51446,0,1,3,8,Rural,554,"$81,250"
51447,0,0,3,9,Rural,222,"$100,500"
51448,1,2,3,8,Suburban,607,"$47,250"
51449,0,1,3,5,Rural,"1,996","$60,938"
51450,0,1,3,4,Rural,"1,536","$70,375"
51451,1,1,5,9,Suburban,72,"$40,625"
51452,1,1,4,8,Suburban,171,"$58,750"
51453,0,1,2,7,Rural,503,"$52,750"
51454,1,2,3,6,Suburban,"1,373","$79,688"
51455,0,2,3,4,Rural,"2,259","$67,454"
51458,0,1,3,3,Rural,"1,194","$62,900"
51459,1,1,4,12,Suburban,81,"$72,188"
51460,1,1,3,9,Suburban,99,"$31,250"
51461,1,2,3,9,Suburban,"1,256","$66,406"
51462,0,1,2,10,Rural,987,"$59,583"
51463,0,1,3,3,Rural,453,"$60,714"
51465,1,2,3,5,Suburban,844,"$58,625"
51466,0,2,3,4,Rural,"1,214","$68,929"
51467,2,2,3,5,Suburban,531,"$56,979"
51501,18,20,26,28,Urban,"35,051","$53,238"
51503,14,19,23,28,Urban,"37,408","$70,741"
51510,19,20,26,28,Urban,"3,796","$58,750"
51520,1,2,2,15,Suburban,225,"$53,750"
51521,0,1,9,23,Rural,"1,741","$61,114"
51523,0,0,3,22,Rural,402,"$73,750"
51525,0,6,21,25,Suburban,"1,082","$67,986"
51526,11,19,20,27,Suburban,"1,749","$85,238"
51527,0,1,3,13,Rural,618,"$69,688"
51528,1,1,4,21,Suburban,681,"$56,500"
51529,0,1,2,20,Rural,"1,789","$52,813"
51530,0,1,3,19,Rural,529,"$40,250"
51531,0,1,3,15,Rural,706,"$57,143"
51532,0,1,2,17,Rural,699,"$58,398"
51533,0,5,21,24,Suburban,964,"$64,091"
51534,2,19,21,27,Suburban,"9,246","$79,627"
51535,0,1,3,14,Rural,"1,721","$72,833"
51536,0,1,12,22,Rural,389,"$64,167"
51537,0,2,8,22,Suburban,"6,738","$57,132"
51540,0,8,21,26,Suburban,306,"$58,750"
51541,0,8,22,24,Suburban,440,"$54,375"
51542,5,19,21,26,Suburban,985,"$106,750"
51543,0,1,3,5,Rural,410,"$48,750"
51544,0,1,1,16,Rural,681,"$38,750"
51545,0,1,11,23,Rural,296,"$37,250"
51546,0,7,22,23,Suburban,"3,239","$74,906"
51548,3,19,22,25,Suburban,503,"$88,162"
51549,0,8,22,25,Suburban,593,"$69,792"
51550,0,4,21,24,Suburban,123,"$57,917"
51551,0,12,21,28,Suburban,"1,648","$74,850"
51552,1,1,6,24,Suburban,271,"$56,563"
51553,0,12,21,25,Suburban,"1,119","$76,875"
51554,5,18,23,27,Suburban,168,"$106,591"
51555,1,13,21,22,Suburban,"4,697","$70,944"
51556,1,11,21,23,Suburban,417,"$77,750"
51557,0,2,21,25,Suburban,866,"$67,313"
51558,0,0,2,19,Rural,651,"$71,250"
51559,0,13,21,25,Suburban,"2,037","$75,833"
51560,0,1,15,23,Rural,"2,135","$66,111"
51561,2,20,22,27,Suburban,"1,007","$69,276"
51562,0,0,7,23,Rural,532,"$73,958"
51563,0,5,21,24,Suburban,726,"$58,468"
51564,0,1,10,22,Rural,457,"$56,188"
51565,0,0,9,23,Rural,525,"$88,212"
51566,0,2,11,24,Suburban,"6,707","$53,470"
51570,0,0,15,24,Rural,931,"$60,750"
51571,1,16,22,26,Suburban,699,"$83,900"
51572,0,1,2,15,Rural,478,"$63,487"
51573,0,1,2,16,Rural,"1,097","$83,393"
51575,2,17,22,25,Suburban,"1,485","$93,571"
51576,3,19,21,25,Suburban,"2,036","$96,563"
51577,0,1,3,22,Rural,932,"$53,393"
51578,0,1,3,19,Rural,163,"$81,667"
51579,0,2,21,24,Suburban,"2,304","$68,235"
51601,1,2,6,23,Suburban,"5,451","$47,316"
51630,0,2,3,13,Suburban,178,"$78,750"
51631,0,2,3,8,Suburban,333,"$43,472"
51632,1,1,4,14,Suburban,"6,890","$53,333"
51636,1,2,3,15,Suburban,482,"$57,344"
51637,0,2,3,11,Suburban,247,
51638,1,1,2,21,Rural,"1,246","$50,375"
51639,1,2,3,20,Rural,737,"$76,071"
51640,0,2,2,21,Rural,"1,599","$53,571"
51645,1,1,9,22,Rural,266,"$93,500"
51646,0,2,3,6,Suburban,894,"$66,250"
51647,1,3,3,18,Suburban,180,"$19,459"
51648,1,2,14,24,Rural,268,"$100,197"
51649,0,2,11,22,Rural,379,"$83,333"
51650,0,2,3,20,Rural,263,"$49,063"
51651,0,2,4,9,Suburban,135,"$48,929"
51652,2,3,19,27,Suburban,"1,496","$66,250"
51653,0,10,20,28,Suburban,"1,423","$72,768"
51654,0,2,17,24,Rural,397,"$66,111"
51656,1,1,3,18,Suburban,38,"$43,125"
52001,2,3,7,17,Urban,"43,623","$54,561"
52002,2,4,7,17,Urban,"17,420","$78,422"
52003,1,4,10,19,Urban,"13,855","$85,572"
52030,1,3,8,20,Suburban,398,"$56,620"
52031,1,3,8,20,Suburban,"5,007","$72,762"
52032,1,3,7,17,Suburban,"1,437","$74,224"
52033,0,2,6,14,Rural,"3,314","$77,328"
52035,0,1,5,10,Rural,"1,078","$52,404"
52036,0,1,6,12,Rural,125,"$64,375"
52037,1,2,9,16,Rural,915,"$67,159"
52038,1,2,9,15,Suburban,558,"$67,188"
52039,1,2,6,13,Suburban,849,"$97,557"
52040,0,3,9,12,Suburban,"5,560","$66,344"
52041,0,1,6,12,Rural,"2,163","$77,396"
52042,1,3,7,14,Suburban,"1,662","$64,310"
52043,0,1,4,7,Rural,"1,780","$57,550"
52044,0,2,6,15,Suburban,265,"$66,836"
52045,1,3,7,13,Suburban,"2,748","$69,375"
52046,0,3,9,13,Suburban,"2,624","$81,597"
52047,0,1,3,7,Rural,805,"$52,857"
52048,0,2,6,13,Suburban,334,"$48,906"
52049,0,1,3,8,Rural,"1,106","$73,807"
52050,0,1,6,11,Rural,513,"$71,250"
52052,0,1,4,9,Rural,"2,846","$52,250"
52053,1,3,6,12,Suburban,"1,222","$92,000"
52054,1,2,6,18,Suburban,906,"$95,417"
52056,0,2,5,9,Rural,223,"$73,438"
52057,1,3,8,17,Suburban,"8,006","$66,653"
52060,1,2,8,21,Suburban,"8,018","$57,589"
52064,0,2,4,16,Rural,865,"$66,250"
52065,0,2,5,11,Rural,819,"$75,125"
52066,0,4,5,12,Suburban,99,"$44,286"
52068,1,3,6,14,Suburban,"4,701","$107,920"
52069,0,2,5,16,Rural,"1,613","$74,500"
52070,0,1,6,15,Rural,"1,153","$58,875"
52071,0,3,6,18,Suburban,116,"$36,838"
52072,0,1,3,7,Rural,961,"$74,417"
52073,1,2,7,13,Suburban,"1,517","$80,724"
52074,0,2,5,15,Rural,356,"$91,118"
52075,1,3,9,20,Suburban,153,"$73,750"
52076,0,1,3,11,Rural,"2,140","$62,813"
52077,0,1,4,8,Rural,296,"$60,000"
52078,0,3,5,11,Rural,649,"$75,417"
52079,1,2,7,16,Suburban,753,"$59,013"
52101,1,1,3,10,Suburban,"13,120","$61,270"
52132,1,1,3,10,Suburban,"1,824","$72,237"
52133,1,2,2,10,Suburban,605,"$59,525"
52134,0,0,3,7,Rural,309,"$66,250"
52135,0,1,3,6,Rural,636,"$67,411"
52136,0,1,1,9,Suburban,"5,765","$59,223"
52140,0,1,5,7,Rural,446,
52141,0,0,4,7,Rural,"1,288","$58,229"
52142,0,0,5,7,Rural,"1,665","$41,179"
52144,1,1,3,8,Suburban,922,"$74,674"
52146,0,1,3,8,Rural,801,"$51,774"
52147,0,0,3,7,Rural,997,"$60,938"
52151,0,0,5,8,Rural,"1,816","$49,808"
52154,0,0,2,5,Rural,837,"$67,639"
52155,0,0,1,6,Rural,"1,434","$61,736"
52156,0,1,3,7,Rural,674,"$84,583"
52157,1,1,2,8,Rural,"1,706","$45,833"
52158,1,1,2,8,Rural,289,"$37,875"
52159,0,1,2,8,Rural,"2,342","$64,803"
52160,0,2,5,8,Rural,957,"$73,324"
52161,1,1,2,10,Suburban,"1,399","$67,283"
52162,0,2,2,6,Rural,"3,455","$56,719"
52163,0,1,1,3,Rural,356,"$52,321"
52164,0,0,6,7,Rural,287,"$59,583"
52165,1,1,1,11,Suburban,"1,065","$71,806"
52166,0,1,2,7,Rural,128,"$52,188"
52168,1,1,3,11,Suburban,371,"$35,625"
52169,0,0,4,7,Rural,362,"$59,167"
52170,0,2,3,7,Rural,523,"$59,074"
52171,0,1,2,7,Rural,"1,021","$64,735"
52172,0,2,5,9,Suburban,"6,168","$61,418"
52175,0,0,5,7,Rural,"3,522","$55,107"
52201,1,5,9,18,Suburban,"1,494","$87,474"
52202,2,6,10,16,Suburban,"1,125","$89,167"
52203,1,5,10,19,Suburban,"2,478","$88,239"
52205,1,7,11,18,Suburban,"8,427","$63,013"
52206,2,5,11,16,Suburban,"2,778","$99,107"
52207,1,4,10,19,Suburban,321,"$43,125"
52208,0,0,7,15,Rural,"3,015","$61,563"
52209,0,4,10,18,Suburban,"1,025","$70,956"
52210,1,5,9,14,Suburban,889,"$61,029"
52211,0,1,5,15,Rural,"2,566","$58,792"
52212,0,2,8,17,Rural,379,"$73,304"
52213,1,6,11,14,Suburban,"3,955","$77,813"
52214,3,6,10,14,Suburban,"3,093","$76,411"
52215,0,2,11,18,Suburban,962,"$65,750"
52216,1,3,11,18,Rural,"1,362","$60,714"
52217,0,4,10,17,Suburban,552,"$55,179"
52218,0,6,11,15,Suburban,"1,657","$83,346"
52219,1,6,11,15,Suburban,160,"$61,250"
52220,0,4,8,21,Suburban,158,"$52,188"
52221,0,1,5,14,Rural,247,"$75,000"
52222,0,1,4,14,Rural,686,"$54,904"
52223,0,2,6,13,Rural,"1,014","$74,196"
52224,0,3,9,15,Suburban,"2,026","$71,042"
52225,0,1,10,18,Suburban,428,"$58,352"
52227,6,7,12,23,Urban,"2,881","$100,278"
52228,5,7,13,23,Urban,"3,637","$110,240"
52229,0,5,11,15,Suburban,893,"$78,229"
52231,0,1,7,11,Rural,373,"$64,375"
52232,0,1,5,15,Rural,323,"$74,167"
52233,4,9,13,19,Urban,"7,024","$57,889"
52235,2,6,11,18,Suburban,821,"$70,469"
52236,1,5,9,21,Suburban,457,"$71,842"
52237,0,2,8,13,Rural,"1,570","$76,434"
52240,3,9,15,24,Urban,"36,370","$52,256"
52241,3,9,11,24,Urban,"22,226","$67,474"
52242,3,9,12,23,Urban,"3,836",
52245,4,9,15,24,Urban,"22,179","$69,381"
52246,3,9,12,23,Urban,"22,411","$48,507"
52247,2,3,10,17,Suburban,"4,806","$66,515"
52248,0,1,7,14,Rural,"1,499","$69,542"
52249,0,2,10,18,Suburban,906,"$77,292"
52251,0,0,5,14,Rural,721,"$77,321"
52252,1,2,8,12,Rural,117,"$100,357"
52253,2,7,10,19,Suburban,"2,816","$81,500"
52254,0,2,9,18,Rural,926,"$45,515"
52255,0,3,11,19,Rural,"1,276","$62,054"
52257,0,2,10,18,Suburban,210,"$92,656"
52301,0,1,6,17,Rural,"3,856","$62,188"
52302,4,9,13,19,Urban,"42,386","$76,325"
52305,2,7,12,19,Suburban,842,"$81,314"
52306,1,7,13,19,Suburban,"1,334","$67,708"
52307,1,5,9,20,Suburban,119,"$38,906"
52308,0,0,6,15,Rural,162,"$69,167"
52309,1,4,10,18,Suburban,542,"$75,938"
52310,1,6,10,17,Suburban,"6,184","$61,494"
52312,1,7,12,18,Suburban,60,"$32,292"
52313,0,5,10,14,Suburban,344,"$73,281"
52314,4,7,11,17,Suburban,"5,995","$90,417"
52315,2,4,11,16,Suburban,"1,331","$68,036"
52316,0,0,7,14,Rural,"1,519","$58,750"
52317,5,9,12,24,Urban,"21,848","$99,727"
52318,2,5,11,17,Suburban,"1,015","$75,750"
52320,2,6,13,19,Suburban,"1,279","$59,808"
52321,0,3,8,18,Rural,488,"$55,893"
52322,3,8,12,26,Urban,"1,966","$65,919"
52323,0,3,9,16,Rural,"1,121","$51,477"
52324,3,8,11,19,Urban,"2,030","$108,571"
52325,0,4,10,17,Suburban,529,"$48,125"
52326,1,5,9,14,Suburban,781,"$66,083"
52327,2,4,10,18,Suburban,"3,498","$72,378"
52328,4,9,12,19,Urban,"2,816","$132,083"
52329,1,6,9,15,Suburban,733,"$72,697"
52330,0,2,7,14,Rural,892,"$93,859"
52332,2,4,10,15,Suburban,"1,695","$73,750"
52333,2,7,9,18,Suburban,"7,249","$105,160"
52334,0,5,9,21,Suburban,211,"$92,917"
52335,0,0,6,13,Rural,697,"$44,053"
52336,3,8,10,17,Suburban,"2,576","$80,790"
52337,1,8,12,19,Suburban,862,"$56,607"
52338,3,5,10,18,Suburban,"3,877","$106,366"
52339,0,3,7,21,Suburban,"4,189","$53,240"
52340,3,8,11,26,Urban,"4,695","$86,473"
52341,3,8,11,18,Urban,"1,180","$95,904"
52342,0,4,9,20,Suburban,"2,915","$52,147"
52344,3,7,9,15,Suburban,42,
52345,1,6,11,14,Suburban,"1,489","$97,981"
52346,0,3,12,17,Suburban,"1,018","$79,750"
52347,0,0,6,15,Rural,"1,352","$67,554"
52348,0,2,10,17,Suburban,78,"$78,438"
52349,0,4,10,16,Suburban,"7,754","$61,745"
52351,2,5,9,16,Suburban,"1,498","$112,188"
52352,0,6,11,14,Suburban,"1,933","$77,212"
52353,1,5,8,16,Suburban,"9,208","$57,474"
52354,1,5,10,18,Suburban,268,"$58,750"
52355,0,0,7,14,Rural,238,"$64,063"
52356,0,3,6,13,Rural,"2,807","$51,750"
52358,1,7,13,20,Suburban,"3,926","$70,268"
52359,0,1,5,13,Rural,294,"$64,583"
52361,0,3,9,20,Suburban,"4,686","$59,772"
52362,0,3,10,17,Rural,896,"$58,929"
52401,5,9,13,20,Urban,"2,130","$40,896"
52402,4,9,14,20,Urban,"42,649","$65,787"
52403,5,9,13,19,Urban,"24,789","$68,765"
52404,5,7,12,23,Urban,"40,474","$59,041"
52405,4,9,13,19,Urban,"26,307","$62,799"
52411,3,9,12,19,Urban,"8,298","$149,612"
52501,3,4,9,16,Urban,"30,470","$50,507"
52530,1,3,7,11,Suburban,"1,025","$67,813"
52531,0,5,6,13,Suburban,"5,754","$68,125"
52533,1,2,6,14,Suburban,"1,075","$49,539"
52534,1,4,8,15,Suburban,503,"$48,542"
52535,0,1,4,8,Rural,802,"$55,714"
52536,1,3,6,12,Suburban,817,"$52,857"
52537,0,3,5,10,Suburban,"6,642","$80,971"
52540,0,3,6,10,Rural,"1,185","$59,500"
52542,0,0,4,8,Rural,401,"$45,893"
52543,2,3,9,15,Suburban,397,"$100,074"
52544,1,1,5,9,Suburban,"7,685","$41,455"
52548,1,3,7,11,Suburban,103,"$55,278"
52549,1,1,3,8,Suburban,691,"$46,719"
52550,0,2,6,12,Rural,699,"$45,909"
52551,0,2,3,9,Rural,597,"$73,393"
52552,1,3,5,9,Suburban,"1,105","$53,625"
52553,2,3,7,11,Suburban,"1,678","$54,844"
52554,2,2,6,11,Suburban,"1,092","$46,389"
52555,1,1,4,8,Suburban,190,"$30,500"
52556,2,4,9,18,Urban,"11,862","$46,747"
52557,2,4,10,17,Urban,432,
52560,0,2,4,9,Rural,164,"$80,417"
52561,2,4,9,14,Suburban,965,"$46,176"
52562,0,4,9,16,Suburban,62,"$41,250"
52563,0,3,8,13,Suburban,"1,636","$74,609"
52565,0,1,5,8,Rural,"1,870","$51,056"
52566,2,4,8,13,Suburban,250,"$70,781"
52567,1,3,6,13,Suburban,505,"$64,250"
52568,0,3,8,13,Suburban,83,"$27,500"
52569,0,4,7,16,Suburban,652,"$62,750"
52570,0,0,3,8,Rural,"1,028","$54,620"
52571,1,3,6,11,Suburban,"1,313","$70,375"
52572,1,2,5,7,Suburban,"1,223","$52,500"
52573,0,0,3,8,Rural,259,"$63,150"
52574,1,1,6,9,Suburban,539,"$52,895"
52576,0,4,8,15,Suburban,466,"$71,354"
52577,3,6,13,22,Urban,"14,551","$61,034"
52580,1,3,5,13,Suburban,799,"$45,362"
52581,1,1,6,9,Suburban,281,"$53,438"
52583,0,1,3,8,Rural,364,"$53,971"
52584,0,0,4,7,Rural,900,"$68,188"
52585,1,4,7,14,Suburban,813,"$61,875"
52586,1,3,8,16,Suburban,564,"$39,970"
52588,0,2,4,9,Rural,26,
52590,0,1,1,8,Rural,"1,325","$44,403"
52591,0,1,4,12,Rural,"2,753","$53,250"
52593,1,2,7,9,Suburban,177,"$79,583"
52594,1,2,7,9,Suburban,579,"$76,193"
52595,3,6,12,22,Urban,492,"$53,125"
52601,2,4,9,19,Urban,"27,804","$51,246"
52619,1,2,5,10,Suburban,660,"$68,291"
52620,0,0,4,7,Rural,895,"$58,929"
52621,1,3,8,18,Suburban,835,"$94,844"
52623,2,2,8,13,Suburban,"2,011","$76,400"
52624,1,3,7,10,Suburban,601,"$135,245"
52625,0,3,4,9,Suburban,"2,355","$57,206"
52626,0,1,4,8,Rural,"1,239","$52,411"
52627,2,3,7,13,Urban,"12,471","$51,861"
52630,0,2,5,6,Rural,302,"$44,156"
52631,0,1,5,6,Rural,63,"$101,667"
52632,1,3,6,13,Urban,"12,162","$47,315"
52635,2,3,6,12,Suburban,827,"$51,708"
52637,1,3,7,17,Suburban,"2,900","$65,430"
52638,1,2,8,12,Suburban,528,"$64,318"
52639,1,2,6,9,Suburban,"1,732","$66,567"
52640,0,2,7,15,Rural,"1,466","$69,821"
52641,1,4,7,12,Suburban,"12,388","$60,241"
52644,1,4,8,15,Suburban,373,"$68,011"
52645,2,3,7,13,Suburban,"3,926","$58,458"
52646,0,2,6,17,Rural,320,"$77,703"
52647,2,4,8,15,Suburban,167,"$61,250"
52649,1,3,5,11,Suburban,903,"$56,810"
52650,1,3,9,16,Suburban,683,"$88,214"
52651,0,2,6,7,Rural,515,"$49,000"
52652,2,4,8,14,Suburban,75,
52653,0,1,6,14,Rural,"3,202","$71,500"
52654,2,3,8,13,Suburban,"1,805","$74,038"
52655,2,4,9,19,Urban,"4,279","$51,080"
52656,0,3,4,7,Rural,"2,252","$67,232"
52657,0,2,5,8,Rural,57,"$71,250"
52658,1,3,6,10,Suburban,"1,015","$66,071"
52659,1,4,8,17,Suburban,"1,311","$44,750"
52660,2,3,7,16,Suburban,301,"$86,477"
52701,1,2,12,20,Suburban,122,
52720,3,10,18,23,Urban,868,"$73,688"
52721,0,3,12,18,Rural,972,"$76,250"
52722,5,11,14,24,Urban,"40,097","$90,810"
52726,3,7,12,22,Suburban,"5,189","$94,006"
52727,1,3,13,20,Suburban,287,"$53,750"
52728,3,7,13,20,Suburban,862,"$69,342"
52729,0,4,9,17,Rural,901,"$66,458"
52730,3,9,16,23,Urban,"5,152","$56,029"
52731,1,4,12,20,Suburban,697,"$72,500"
52732,2,9,16,25,Urban,"26,077","$51,297"
52737,0,3,8,14,Rural,251,"$66,250"
52738,0,2,8,15,Rural,"3,482","$60,902"
52739,3,7,17,22,Urban,760,"$63,750"
52742,0,7,10,21,Suburban,"7,621","$80,208"
52745,1,8,13,22,Suburban,389,"$92,875"
52746,2,8,11,22,Suburban,"1,138","$89,583"
52747,0,4,11,18,Rural,"1,941","$73,929"
52748,5,10,16,26,Urban,"9,567","$86,729"
52749,1,11,17,24,Urban,"1,232","$90,313"
52750,1,4,12,20,Suburban,477,"$74,688"
52751,0,4,9,17,Rural,"1,022","$61,985"
52752,0,4,12,20,Suburban,394,"$55,156"
52753,6,11,16,23,Urban,"6,019","$81,731"
52754,0,5,12,20,Suburban,"1,400","$78,553"
52755,4,8,16,24,Urban,"2,167","$79,167"
52756,2,7,11,22,Suburban,"2,000","$114,306"
52757,1,7,11,19,Suburban,229,"$56,667"
52758,2,7,12,20,Suburban,322,"$72,500"
52759,2,7,13,21,Suburban,92,"$57,450"
52760,2,10,19,23,Urban,467,"$44,283"
52761,1,10,20,22,Urban,"30,515","$59,041"
52765,0,7,14,21,Suburban,324,"$89,375"
52766,1,5,15,21,Suburban,753,"$59,766"
52767,6,10,16,24,Urban,305,"$250,001"
52768,3,7,13,20,Suburban,"1,418","$77,212"
52769,2,7,14,21,Suburban,580,"$90,833"
52771,1,2,12,19,Suburban,55,"$59,306"
52772,1,6,15,20,Suburban,"5,453","$80,025"
52773,2,8,13,23,Suburban,"2,895","$77,396"
52774,0,3,9,16,Rural,141,"$66,607"
52776,1,5,15,20,Suburban,"5,038","$67,571"
52777,0,3,9,17,Rural,"1,337","$41,538"
52778,3,10,19,24,Urban,"3,799","$61,691"
52801,4,10,15,26,Urban,"1,381","$26,034"
52802,6,9,14,25,Urban,"10,130","$46,356"
52803,5,10,15,26,Urban,"21,877","$56,157"
52804,5,10,15,26,Urban,"27,497","$55,423"
52806,4,10,16,26,Urban,"27,814","$62,579"
52807,4,10,16,26,Urban,"15,329","$64,466"
53001,2,7,20,32,Suburban,"1,904","$78,683"
53002,2,10,26,42,Suburban,"2,247","$74,125"
53003,3,14,30,44,Suburban,138,"$55,972"
53004,1,8,23,32,Suburban,"3,611","$76,000"
53005,14,24,35,54,Urban,"21,585","$109,573"
53006,0,4,11,32,Rural,"1,844","$71,696"
53007,16,21,34,51,Urban,"1,808","$47,996"
53010,1,9,23,35,Suburban,"7,571","$87,628"
53011,2,7,19,33,Suburban,"2,134","$82,604"
53012,9,20,29,43,Urban,"18,929","$89,380"
53013,4,5,17,30,Suburban,"3,499","$81,336"
53014,1,10,16,21,Suburban,"8,030","$64,672"
53015,3,5,14,18,Suburban,"3,041","$73,382"
53016,2,9,27,41,Suburban,378,"$63,295"
53017,14,22,33,51,Urban,"5,041","$125,417"
53018,14,25,39,58,Urban,"7,624","$107,679"
53019,1,7,19,37,Suburban,"1,692","$78,333"
53020,3,6,16,29,Suburban,"3,811","$80,515"
53021,2,8,24,32,Suburban,"4,399","$84,185"
53022,14,20,30,48,Urban,"19,949","$94,563"
53023,3,8,15,33,Suburban,"1,267","$76,250"
53024,9,20,29,41,Urban,"18,619","$82,798"
53027,3,13,25,41,Suburban,"23,423","$73,333"
53029,15,24,38,56,Urban,"21,126","$105,673"
53031,5,10,27,37,Urban,85,"$103,661"
53032,2,7,26,42,Suburban,"4,983","$51,417"
53033,12,21,32,50,Urban,"5,973","$110,862"
53034,2,9,26,42,Suburban,"1,681","$70,583"
53035,2,9,25,40,Suburban,"2,429","$84,464"
53036,6,26,35,56,Urban,"3,301","$98,464"
53037,4,15,25,36,Suburban,"9,487","$91,920"
53038,2,14,30,46,Suburban,"4,189","$85,884"
53039,2,6,25,42,Suburban,"4,991","$76,081"
53040,1,9,24,35,Suburban,"8,155","$85,350"
53042,2,7,15,20,Suburban,"6,615","$71,786"
53044,3,8,20,33,Urban,"2,218","$110,000"
53045,15,24,35,54,Urban,"22,892","$106,092"
53046,16,22,33,49,Urban,"1,292","$70,859"
53047,2,10,29,44,Suburban,142,"$69,355"
53048,0,4,15,32,Rural,"3,435","$68,656"
53049,2,9,18,25,Suburban,"2,437","$81,484"
53050,2,6,23,41,Suburban,"7,129","$64,190"
53051,16,21,32,50,Urban,"38,250","$90,722"
53057,2,9,17,29,Suburban,"1,843","$93,750"
53058,11,24,38,58,Urban,"3,312","$84,091"
53059,2,10,28,41,Suburban,"1,906","$78,352"
53061,1,10,17,21,Suburban,"4,969","$59,722"
53063,2,5,15,19,Suburban,"1,693","$72,375"
53065,1,6,18,36,Suburban,"2,335","$97,955"
53066,10,25,37,58,Urban,"36,416","$102,030"
53069,10,24,36,58,Urban,689,"$113,471"
53070,3,5,16,31,Suburban,"4,901","$75,735"
53072,15,24,37,58,Urban,"26,384","$93,936"
53073,3,8,14,33,Suburban,"16,090","$69,315"
53074,4,19,27,37,Urban,"13,098","$69,479"
53075,2,8,21,32,Suburban,"3,281","$75,188"
53076,11,21,31,50,Urban,"3,620","$112,778"
53078,2,10,25,41,Suburban,"1,691","$84,853"
53079,2,9,17,29,Suburban,"1,355","$69,427"
53080,4,19,28,40,Urban,"5,052","$68,093"
53081,3,7,19,33,Urban,"43,704","$54,830"
53083,4,8,18,33,Urban,"21,370","$72,970"
53085,3,8,24,34,Urban,"11,378","$65,117"
53086,3,16,26,41,Suburban,"8,904","$87,949"
53088,4,9,15,20,Suburban,283,"$54,881"
53089,15,23,34,50,Urban,"19,621","$97,736"
53090,3,11,26,38,Suburban,"21,956","$81,563"
53091,0,4,13,33,Rural,"2,088","$71,719"
53092,14,19,29,41,Urban,"20,844","$112,370"
53093,3,7,15,32,Suburban,"1,988","$86,157"
53094,5,19,35,55,Urban,"18,341","$64,027"
53095,3,13,25,38,Suburban,"27,608","$73,634"
53097,13,20,30,43,Urban,"7,254","$139,750"
53098,4,17,35,48,Urban,"11,649","$63,795"
53099,1,6,23,43,Suburban,11,
53103,16,28,43,68,Urban,"3,695","$121,544"
53104,6,21,45,75,Suburban,"5,781","$95,875"
53105,11,32,54,77,Urban,"29,504","$81,306"
53108,14,24,43,66,Urban,"2,822","$85,450"
53110,13,22,32,54,Urban,"18,197","$63,419"
53114,7,22,56,78,Urban,"2,405","$66,458"
53115,8,25,54,76,Urban,"16,071","$65,583"
53118,11,25,41,63,Urban,"7,383","$93,728"
53119,2,20,38,54,Suburban,"5,741","$106,250"
53120,3,22,41,61,Suburban,"10,645","$83,561"
53121,7,31,53,77,Urban,"18,813","$76,160"
53122,14,24,35,54,Urban,"6,456","$115,459"
53125,3,18,46,72,Suburban,"2,826","$88,906"
53126,15,24,44,69,Urban,"7,233","$100,968"
53127,15,26,41,61,Urban,108,"$132,950"
53128,5,20,53,76,Suburban,"9,299","$73,387"
53129,16,23,36,60,Urban,"14,678","$79,119"
53130,16,25,36,63,Urban,"7,715","$84,315"
53132,16,26,39,64,Urban,"36,182","$92,332"
53137,3,14,32,48,Suburban,"1,581","$103,239"
53139,5,23,39,63,Suburban,"2,180","$91,944"
53140,3,18,41,63,Suburban,"30,261","$51,045"
53142,7,20,49,76,Suburban,"33,350","$77,324"
53143,5,17,41,66,Suburban,"22,358","$56,330"
53144,4,19,42,68,Suburban,"26,674","$63,492"
53146,15,26,37,63,Urban,"7,804","$83,092"
53147,6,34,56,82,Urban,"17,624","$73,337"
53149,5,22,35,56,Suburban,"19,318","$107,278"
53150,16,29,40,67,Urban,"25,860","$103,688"
53151,15,26,36,60,Urban,"32,398","$88,520"
53153,4,21,35,54,Suburban,"2,604","$130,659"
53154,15,23,37,59,Urban,"36,266","$80,817"
53156,8,25,48,61,Urban,"3,344","$71,339"
53157,4,21,51,74,Suburban,0,
53158,9,33,56,84,Urban,"17,397","$93,409"
53167,13,29,52,72,Urban,474,"$53,514"
53168,5,22,48,71,Suburban,"9,053","$86,250"
53170,5,22,51,74,Suburban,"2,265","$72,271"
53172,13,23,35,56,Urban,"20,785","$61,046"
53176,3,18,46,70,Suburban,222,"$50,862"
53177,13,27,47,71,Urban,"8,457","$71,762"
53178,4,14,33,49,Suburban,"2,643","$81,635"
53179,7,23,48,75,Suburban,"7,088","$82,443"
53181,4,22,52,74,Suburban,"7,628","$82,121"
53182,7,23,38,61,Suburban,"9,603","$93,790"
53183,16,26,40,57,Urban,"3,021","$107,813"
53184,3,17,46,72,Suburban,"4,301","$65,313"
53185,16,29,49,72,Urban,"18,550","$90,692"
53186,15,25,36,58,Urban,"34,163","$65,112"
53188,15,25,38,57,Urban,"34,338","$79,410"
53189,15,26,40,63,Urban,"26,315","$102,666"
53190,8,25,50,67,Urban,"19,104","$52,823"
53191,7,31,58,84,Urban,"3,264","$57,157"
53192,5,22,51,75,Suburban,49,
53195,3,18,49,76,Suburban,80,
53202,12,20,33,48,Urban,"25,081","$58,356"
53203,12,20,32,48,Urban,"1,878","$79,524"
53204,12,20,32,51,Urban,"37,687","$36,300"
