origin,destination,distance_in_time
"31.627713,-96.21236","32.029424,-102.145934",6 hour 13 mins
"31.627713,-96.21236","32.297789,-95.259976",1 hour 46 mins
"31.627713,-96.21236","33.420247,-94.101091",3 hour 42 mins
"31.627713,-96.21236","40.750422,-73.996328",23 hour 50 mins
"31.627713,-96.21236","30.16313,-97.786956",2 hour 43 mins
"31.627713,-96.21236","29.733062,-95.591005",2 hour 27 mins
"31.627713,-96.21236","29.547421,-95.233735",2 hour 40 mins
"31.627713,-96.21236","32.981055,-96.912058",1 hour 53 mins
"31.627713,-96.21236","31.72607,-99.958787",4 hour 5 mins
"31.627713,-96.21236","31.802233,-94.19145",2 hour 31 mins
"31.627713,-96.21236","29.801632,-98.422201",3 hour 49 mins
"31.627713,-96.21236","27.612109,-99.463484",5 hour 57 mins
"31.627713,-96.21236","33.023308,-96.511928",2 hour 2 mins
"31.627713,-96.21236","34.132252,-101.749861",6 hour 48 mins
"31.627713,-96.21236","30.12196,-94.164136",3 hour 10 mins
"31.627713,-96.21236","32.691018,-100.91789",5 hour 12 mins
"31.627713,-96.21236","31.861599,-106.558131",10 hour 30 mins
"31.627713,-96.21236","29.99566,-95.176363",2 hour 23 mins
"31.627713,-96.21236","31.728527,-106.34541",10 hour 12 mins
"31.627713,-96.21236","28.897878,-99.093475",4 hour 32 mins
"31.627713,-96.21236","32.664537,-97.405063",2 hour 0 mins
"31.627713,-96.21236","30.533714,-97.612",2 hour 18 mins
"31.627713,-96.21236","32.841865,-96.597568",1 hour 41 mins
"31.627713,-96.21236","29.679269,-95.561187",2 hour 25 mins
"31.627713,-96.21236","29.132282,-98.894109",4 hour 13 mins
"31.627713,-96.21236","28.54259,-99.848372",5 hour 28 mins
"31.627713,-96.21236","32.88389,-97.386483",2 hour 11 mins
"31.627713,-96.21236","32.311231,-95.278313",1 hour 46 mins
"31.627713,-96.21236","34.998062,-101.922275",7 hour 6 mins
"31.627713,-96.21236","33.673156,-96.612124",2 hour 33 mins
"31.627713,-96.21236","26.074522,-97.491179",7 hour 17 mins
"31.627713,-96.21236","30.062365,-99.167332",4 hour 23 mins
"31.627713,-96.21236","33.232687,-97.168331",2 hour 15 mins
"31.627713,-96.21236","29.525455,-98.719473",3 hour 58 mins
"31.627713,-96.21236","29.769118,-97.178877",2 hour 54 mins
"31.627713,-96.21236","33.22847,-97.597167",2 hour 32 mins
"31.627713,-96.21236","29.557873,-95.38265",2 hour 32 mins
"31.627713,-96.21236","32.673669,-97.035726",1 hour 42 mins
"31.627713,-96.21236","32.707756,-97.021581",1 hour 43 mins
"31.627713,-96.21236","32.648837,-96.944319",1 hour 40 mins
"31.627713,-96.21236","26.188966,-98.209983",7 hour 15 mins
"31.627713,-96.21236","32.768159,-97.09591",1 hour 50 mins
"31.627713,-96.21236","33.540516,-97.837432",2 hour 52 mins
"31.39736,-102.35014","32.029424,-102.145934",54 mins
"31.39736,-102.35014","32.297789,-95.259976",7 hour 9 mins
"31.39736,-102.35014","33.420247,-94.101091",8 hour 5 mins
"31.39736,-102.35014","40.750422,-73.996328",1 day 4 hour 28 mins
"31.39736,-102.35014","30.16313,-97.786956",5 hour 18 mins
"31.39736,-102.35014","29.733062,-95.591005",7 hour 12 mins
"31.39736,-102.35014","29.547421,-95.233735",7 hour 41 mins
"31.39736,-102.35014","32.981055,-96.912058",5 hour 33 mins
"31.39736,-102.35014","31.72607,-99.958787",2 hour 34 mins
"31.39736,-102.35014","31.802233,-94.19145",8 hour 18 mins
"31.39736,-102.35014","29.801632,-98.422201",4 hour 31 mins
"31.39736,-102.35014","27.612109,-99.463484",6 hour 11 mins
"31.39736,-102.35014","33.023308,-96.511928",6 hour 6 mins
"31.39736,-102.35014","34.132252,-101.749861",3 hour 13 mins
"31.39736,-102.35014","30.12196,-94.164136",8 hour 36 mins
"31.39736,-102.35014","32.691018,-100.91789",2 hour 5 mins
"31.39736,-102.35014","31.861599,-106.558131",4 hour 25 mins
"31.39736,-102.35014","29.99566,-95.176363",7 hour 44 mins
"31.39736,-102.35014","31.728527,-106.34541",4 hour 7 mins
"31.39736,-102.35014","28.897878,-99.093475",4 hour 56 mins
"31.39736,-102.35014","32.664537,-97.405063",5 hour 2 mins
"31.39736,-102.35014","30.533714,-97.612",5 hour 18 mins
"31.39736,-102.35014","32.841865,-96.597568",5 hour 44 mins
"31.39736,-102.35014","29.679269,-95.561187",7 hour 11 mins
"31.39736,-102.35014","29.132282,-98.894109",4 hour 54 mins
"31.39736,-102.35014","28.54259,-99.848372",4 hour 53 mins
"31.39736,-102.35014","32.88389,-97.386483",5 hour 12 mins
"31.39736,-102.35014","32.311231,-95.278313",7 hour 6 mins
"31.39736,-102.35014","34.998062,-101.922275",4 hour 5 mins
"31.39736,-102.35014","33.673156,-96.612124",6 hour 23 mins
"31.39736,-102.35014","26.074522,-97.491179",8 hour 19 mins
"31.39736,-102.35014","30.062365,-99.167332",3 hour 34 mins
"31.39736,-102.35014","33.232687,-97.168331",5 hour 34 mins
"31.39736,-102.35014","29.525455,-98.719473",4 hour 25 mins
"31.39736,-102.35014","29.769118,-97.178877",5 hour 49 mins
"31.39736,-102.35014","33.22847,-97.597167",5 hour 24 mins
"31.39736,-102.35014","29.557873,-95.38265",7 hour 28 mins
"31.39736,-102.35014","32.673669,-97.035726",5 hour 19 mins
"31.39736,-102.35014","32.707756,-97.021581",5 hour 22 mins
"31.39736,-102.35014","32.648837,-96.944319",5 hour 26 mins
"31.39736,-102.35014","26.188966,-98.209983",7 hour 54 mins
"31.39736,-102.35014","32.768159,-97.09591",5 hour 16 mins
"31.39736,-102.35014","33.540516,-97.837432",5 hour 31 mins
"32.94458,-94.08018","32.029424,-102.145934",7 hour 42 mins
"32.94458,-94.08018","32.297789,-95.259976",1 hour 48 mins
"32.94458,-94.08018","33.420247,-94.101091",43 mins
"32.94458,-94.08018","40.750422,-73.996328",20 hour 59 mins
"32.94458,-94.08018","30.16313,-97.786956",5 hour 32 mins
"32.94458,-94.08018","29.733062,-95.591005",4 hour 31 mins
"32.94458,-94.08018","29.547421,-95.233735",4 hour 33 mins
"32.94458,-94.08018","32.981055,-96.912058",3 hour 2 mins
"32.94458,-94.08018","31.72607,-99.958787",6 hour 12 mins
"32.94458,-94.08018","31.802233,-94.19145",1 hour 36 mins
"32.94458,-94.08018","29.801632,-98.422201",6 hour 36 mins
"32.94458,-94.08018","27.612109,-99.463484",9 hour 0 mins
"32.94458,-94.08018","33.023308,-96.511928",2 hour 44 mins
"32.94458,-94.08018","34.132252,-101.749861",7 hour 56 mins
"32.94458,-94.08018","30.12196,-94.164136",3 hour 46 mins
"32.94458,-94.08018","32.691018,-100.91789",6 hour 41 mins
"32.94458,-94.08018","31.861599,-106.558131",12 hour 9 mins
"32.94458,-94.08018","29.99566,-95.176363",4 hour 3 mins
"32.94458,-94.08018","31.728527,-106.34541",11 hour 51 mins
"32.94458,-94.08018","28.897878,-99.093475",7 hour 35 mins
"32.94458,-94.08018","32.664537,-97.405063",3 hour 29 mins
"32.94458,-94.08018","30.533714,-97.612",5 hour 8 mins
"32.94458,-94.08018","32.841865,-96.597568",2 hour 40 mins
"32.94458,-94.08018","29.679269,-95.561187",4 hour 28 mins
"32.94458,-94.08018","29.132282,-98.894109",7 hour 16 mins
"32.94458,-94.08018","28.54259,-99.848372",8 hour 31 mins
"32.94458,-94.08018","32.88389,-97.386483",3 hour 35 mins
"32.94458,-94.08018","32.311231,-95.278313",1 hour 45 mins
"32.94458,-94.08018","34.998062,-101.922275",8 hour 13 mins
"32.94458,-94.08018","33.673156,-96.612124",2 hour 52 mins
"32.94458,-94.08018","26.074522,-97.491179",9 hour 16 mins
"32.94458,-94.08018","30.062365,-99.167332",7 hour 13 mins
"32.94458,-94.08018","33.232687,-97.168331",3 hour 26 mins
"32.94458,-94.08018","29.525455,-98.719473",6 hour 47 mins
"32.94458,-94.08018","29.769118,-97.178877",5 hour 35 mins
"32.94458,-94.08018","33.22847,-97.597167",3 hour 51 mins
"32.94458,-94.08018","29.557873,-95.38265",4 hour 25 mins
"32.94458,-94.08018","32.673669,-97.035726",3 hour 7 mins
"32.94458,-94.08018","32.707756,-97.021581",3 hour 7 mins
"32.94458,-94.08018","32.648837,-96.944319",3 hour 5 mins
"32.94458,-94.08018","26.188966,-98.209983",9 hour 19 mins
"32.94458,-94.08018","32.768159,-97.09591",3 hour 11 mins
"32.94458,-94.08018","33.540516,-97.837432",4 hour 10 mins
"33.63594,-97.22279","32.029424,-102.145934",5 hour 22 mins
"33.63594,-97.22279","32.297789,-95.259976",2 hour 53 mins
"33.63594,-97.22279","33.420247,-94.101091",3 hour 5 mins
"33.63594,-97.22279","40.750422,-73.996328",23 hour 18 mins
"33.63594,-97.22279","30.16313,-97.786956",3 hour 55 mins
"33.63594,-97.22279","29.733062,-95.591005",4 hour 49 mins
"33.63594,-97.22279","29.547421,-95.233735",5 hour 1 mins
"33.63594,-97.22279","32.981055,-96.912058",54 mins
"33.63594,-97.22279","31.72607,-99.958787",3 hour 52 mins
"33.63594,-97.22279","31.802233,-94.19145",4 hour 2 mins
"33.63594,-97.22279","29.801632,-98.422201",4 hour 59 mins
"33.63594,-97.22279","27.612109,-99.463484",7 hour 9 mins
"33.63594,-97.22279","33.023308,-96.511928",1 hour 27 mins
"33.63594,-97.22279","34.132252,-101.749861",4 hour 33 mins
"33.63594,-97.22279","30.12196,-94.164136",5 hour 32 mins
"33.63594,-97.22279","32.691018,-100.91789",4 hour 1 mins
"33.63594,-97.22279","31.861599,-106.558131",9 hour 49 mins
"33.63594,-97.22279","29.99566,-95.176363",4 hour 44 mins
"33.63594,-97.22279","31.728527,-106.34541",9 hour 31 mins
"33.63594,-97.22279","28.897878,-99.093475",5 hour 44 mins
"33.63594,-97.22279","32.664537,-97.405063",1 hour 15 mins
"33.63594,-97.22279","30.533714,-97.612",3 hour 30 mins
"33.63594,-97.22279","32.841865,-96.597568",1 hour 20 mins
"33.63594,-97.22279","29.679269,-95.561187",4 hour 46 mins
"33.63594,-97.22279","29.132282,-98.894109",5 hour 25 mins
"33.63594,-97.22279","28.54259,-99.848372",6 hour 40 mins
"33.63594,-97.22279","32.88389,-97.386483",1 hour 7 mins
"33.63594,-97.22279","32.311231,-95.278313",2 hour 51 mins
"33.63594,-97.22279","34.998062,-101.922275",4 hour 51 mins
"33.63594,-97.22279","33.673156,-96.612124",43 mins
"33.63594,-97.22279","26.074522,-97.491179",8 hour 42 mins
"33.63594,-97.22279","30.062365,-99.167332",5 hour 21 mins
"33.63594,-97.22279","33.232687,-97.168331",36 mins
"33.63594,-97.22279","29.525455,-98.719473",5 hour 10 mins
"33.63594,-97.22279","29.769118,-97.178877",4 hour 35 mins
"33.63594,-97.22279","33.22847,-97.597167",44 mins
"33.63594,-97.22279","29.557873,-95.38265",4 hour 53 mins
"33.63594,-97.22279","32.673669,-97.035726",1 hour 16 mins
"33.63594,-97.22279","32.707756,-97.021581",1 hour 13 mins
"33.63594,-97.22279","32.648837,-96.944319",1 hour 17 mins
"33.63594,-97.22279","26.188966,-98.209983",8 hour 24 mins
"33.63594,-97.22279","32.768159,-97.09591",1 hour 16 mins
"33.63594,-97.22279","33.540516,-97.837432",48 mins
"27.623349,-97.749935","32.029424,-102.145934",7 hour 9 mins
"27.623349,-97.749935","32.297789,-95.259976",6 hour 34 mins
"27.623349,-97.749935","33.420247,-94.101091",7 hour 59 mins
"27.623349,-97.749935","40.750422,-73.996328",1 day 3 hour 13 mins
"27.623349,-97.749935","30.16313,-97.786956",3 hour 2 mins
"27.623349,-97.749935","29.733062,-95.591005",3 hour 16 mins
"27.623349,-97.749935","29.547421,-95.233735",3 hour 33 mins
"27.623349,-97.749935","32.981055,-96.912058",6 hour 15 mins
"27.623349,-97.749935","31.72607,-99.958787",5 hour 4 mins
"27.623349,-97.749935","31.802233,-94.19145",6 hour 6 mins
"27.623349,-97.749935","29.801632,-98.422201",2 hour 33 mins
"27.623349,-97.749935","27.612109,-99.463484",2 hour 8 mins
"27.623349,-97.749935","33.023308,-96.511928",6 hour 31 mins
"27.623349,-97.749935","34.132252,-101.749861",8 hour 25 mins
"27.623349,-97.749935","30.12196,-94.164136",4 hour 40 mins
"27.623349,-97.749935","32.691018,-100.91789",6 hour 39 mins
"27.623349,-97.749935","31.861599,-106.558131",10 hour 5 mins
"27.623349,-97.749935","29.99566,-95.176363",3 hour 48 mins
"27.623349,-97.749935","31.728527,-106.34541",9 hour 47 mins
"27.623349,-97.749935","28.897878,-99.093475",2 hour 20 mins
"27.623349,-97.749935","32.664537,-97.405063",5 hour 55 mins
"27.623349,-97.749935","30.533714,-97.612",3 hour 34 mins
"27.623349,-97.749935","32.841865,-96.597568",6 hour 10 mins
"27.623349,-97.749935","29.679269,-95.561187",3 hour 8 mins
"27.623349,-97.749935","29.132282,-98.894109",2 hour 17 mins
"27.623349,-97.749935","28.54259,-99.848372",2 hour 48 mins
"27.623349,-97.749935","32.88389,-97.386483",6 hour 8 mins
"27.623349,-97.749935","32.311231,-95.278313",6 hour 34 mins
"27.623349,-97.749935","34.998062,-101.922275",9 hour 18 mins
"27.623349,-97.749935","33.673156,-96.612124",7 hour 0 mins
"27.623349,-97.749935","26.074522,-97.491179",1 hour 53 mins
"27.623349,-97.749935","30.062365,-99.167332",3 hour 9 mins
"27.623349,-97.749935","33.232687,-97.168331",6 hour 24 mins
"27.623349,-97.749935","29.525455,-98.719473",2 hour 26 mins
"27.623349,-97.749935","29.769118,-97.178877",2 hour 49 mins
"27.623349,-97.749935","33.22847,-97.597167",6 hour 29 mins
"27.623349,-97.749935","29.557873,-95.38265",3 hour 20 mins
"27.623349,-97.749935","32.673669,-97.035726",6 hour 1 mins
"27.623349,-97.749935","32.707756,-97.021581",6 hour 2 mins
"27.623349,-97.749935","32.648837,-96.944319",5 hour 59 mins
"27.623349,-97.749935","26.188966,-98.209983",1 hour 56 mins
"27.623349,-97.749935","32.768159,-97.09591",6 hour 5 mins
"27.623349,-97.749935","33.540516,-97.837432",6 hour 52 mins
"34.092391,-102.829924","32.029424,-102.145934",2 hour 35 mins
"34.092391,-102.829924","32.297789,-95.259976",7 hour 48 mins
"34.092391,-102.829924","33.420247,-94.101091",8 hour 30 mins
"34.092391,-102.829924","40.750422,-73.996328",1 day 3 hour 8 mins
"34.092391,-102.829924","30.16313,-97.786956",7 hour 12 mins
"34.092391,-102.829924","29.733062,-95.591005",9 hour 13 mins
"34.092391,-102.829924","29.547421,-95.233735",9 hour 37 mins
"34.092391,-102.829924","32.981055,-96.912058",6 hour 1 mins
"34.092391,-102.829924","31.72607,-99.958787",3 hour 57 mins
"34.092391,-102.829924","31.802233,-94.19145",8 hour 58 mins
"34.092391,-102.829924","29.801632,-98.422201",6 hour 59 mins
"34.092391,-102.829924","27.612109,-99.463484",8 hour 58 mins
"34.092391,-102.829924","33.023308,-96.511928",6 hour 33 mins
"34.092391,-102.829924","34.132252,-101.749861",1 hour 15 mins
"34.092391,-102.829924","30.12196,-94.164136",10 hour 20 mins
"34.092391,-102.829924","32.691018,-100.91789",2 hour 33 mins
"34.092391,-102.829924","31.861599,-106.558131",5 hour 23 mins
"34.092391,-102.829924","29.99566,-95.176363",9 hour 20 mins
"34.092391,-102.829924","31.728527,-106.34541",5 hour 25 mins
"34.092391,-102.829924","28.897878,-99.093475",7 hour 37 mins
"34.092391,-102.829924","32.664537,-97.405063",5 hour 42 mins
"34.092391,-102.829924","30.533714,-97.612",6 hour 52 mins
"34.092391,-102.829924","32.841865,-96.597568",6 hour 24 mins
"34.092391,-102.829924","29.679269,-95.561187",9 hour 10 mins
"34.092391,-102.829924","29.132282,-98.894109",7 hour 22 mins
"34.092391,-102.829924","28.54259,-99.848372",7 hour 41 mins
"34.092391,-102.829924","32.88389,-97.386483",5 hour 40 mins
"34.092391,-102.829924","32.311231,-95.278313",7 hour 46 mins
"34.092391,-102.829924","34.998062,-101.922275",1 hour 35 mins
"34.092391,-102.829924","33.673156,-96.612124",6 hour 8 mins
"34.092391,-102.829924","26.074522,-97.491179",10 hour 47 mins
"34.092391,-102.829924","30.062365,-99.167332",6 hour 3 mins
"34.092391,-102.829924","33.232687,-97.168331",5 hour 41 mins
"34.092391,-102.829924","29.525455,-98.719473",6 hour 54 mins
"34.092391,-102.829924","29.769118,-97.178877",7 hour 56 mins
"34.092391,-102.829924","33.22847,-97.597167",5 hour 15 mins
"34.092391,-102.829924","29.557873,-95.38265",9 hour 26 mins
"34.092391,-102.829924","32.673669,-97.035726",5 hour 58 mins
"34.092391,-102.829924","32.707756,-97.021581",6 hour 1 mins
"34.092391,-102.829924","32.648837,-96.944319",6 hour 5 mins
"34.092391,-102.829924","26.188966,-98.209983",10 hour 23 mins
"34.092391,-102.829924","32.768159,-97.09591",5 hour 56 mins
"34.092391,-102.829924","33.540516,-97.837432",4 hour 56 mins
"29.662044,-94.592995","32.029424,-102.145934",8 hour 40 mins
"29.662044,-94.592995","32.297789,-95.259976",3 hour 51 mins
"29.662044,-94.592995","33.420247,-94.101091",5 hour 9 mins
"29.662044,-94.592995","40.750422,-73.996328",23 hour 34 mins
"29.662044,-94.592995","30.16313,-97.786956",3 hour 29 mins
"29.662044,-94.592995","29.733062,-95.591005",1 hour 21 mins
"29.662044,-94.592995","29.547421,-95.233735",1 hour 10 mins
"29.662044,-94.592995","32.981055,-96.912058",4 hour 42 mins
"29.662044,-94.592995","31.72607,-99.958787",6 hour 30 mins
"29.662044,-94.592995","31.802233,-94.19145",3 hour 5 mins
"29.662044,-94.592995","29.801632,-98.422201",4 hour 8 mins
"29.662044,-94.592995","27.612109,-99.463484",5 hour 55 mins
"29.662044,-94.592995","33.023308,-96.511928",4 hour 51 mins
"29.662044,-94.592995","34.132252,-101.749861",9 hour 31 mins
"29.662044,-94.592995","30.12196,-94.164136",1 hour 1 mins
"29.662044,-94.592995","32.691018,-100.91789",7 hour 45 mins
"29.662044,-94.592995","31.861599,-106.558131",11 hour 49 mins
"29.662044,-94.592995","29.99566,-95.176363",1 hour 8 mins
"29.662044,-94.592995","31.728527,-106.34541",11 hour 30 mins
"29.662044,-94.592995","28.897878,-99.093475",4 hour 36 mins
"29.662044,-94.592995","32.664537,-97.405063",4 hour 48 mins
"29.662044,-94.592995","30.533714,-97.612",3 hour 38 mins
"29.662044,-94.592995","32.841865,-96.597568",4 hour 29 mins
"29.662044,-94.592995","29.679269,-95.561187",1 hour 20 mins
"29.662044,-94.592995","29.132282,-98.894109",4 hour 17 mins
"29.662044,-94.592995","28.54259,-99.848372",5 hour 33 mins
"29.662044,-94.592995","32.88389,-97.386483",5 hour 0 mins
"29.662044,-94.592995","32.311231,-95.278313",3 hour 52 mins
"29.662044,-94.592995","34.998062,-101.922275",9 hour 55 mins
"29.662044,-94.592995","33.673156,-96.612124",5 hour 22 mins
"29.662044,-94.592995","26.074522,-97.491179",6 hour 7 mins
"29.662044,-94.592995","30.062365,-99.167332",4 hour 52 mins
"29.662044,-94.592995","33.232687,-97.168331",5 hour 4 mins
"29.662044,-94.592995","29.525455,-98.719473",4 hour 11 mins
"29.662044,-94.592995","29.769118,-97.178877",2 hour 40 mins
"29.662044,-94.592995","33.22847,-97.597167",5 hour 21 mins
"29.662044,-94.592995","29.557873,-95.38265",1 hour 15 mins
"29.662044,-94.592995","32.673669,-97.035726",4 hour 31 mins
"29.662044,-94.592995","32.707756,-97.021581",4 hour 32 mins
"29.662044,-94.592995","32.648837,-96.944319",4 hour 29 mins
"29.662044,-94.592995","26.188966,-98.209983",6 hour 11 mins
"29.662044,-94.592995","32.768159,-97.09591",4 hour 39 mins
"29.662044,-94.592995","33.540516,-97.837432",5 hour 41 mins
"32.280923,-97.16076","32.029424,-102.145934",4 hour 51 mins
"32.280923,-97.16076","32.297789,-95.259976",2 hour 23 mins
"32.280923,-97.16076","33.420247,-94.101091",3 hour 25 mins
"32.280923,-97.16076","40.750422,-73.996328",23 hour 39 mins
"32.280923,-97.16076","30.16313,-97.786956",2 hour 26 mins
"32.280923,-97.16076","29.733062,-95.591005",3 hour 32 mins
"32.280923,-97.16076","29.547421,-95.233735",3 hour 57 mins
"32.280923,-97.16076","32.981055,-96.912058",1 hour 6 mins
"32.280923,-97.16076","31.72607,-99.958787",3 hour 21 mins
"32.280923,-97.16076","31.802233,-94.19145",3 hour 33 mins
"32.280923,-97.16076","29.801632,-98.422201",3 hour 33 mins
"32.280923,-97.16076","27.612109,-99.463484",5 hour 41 mins
"32.280923,-97.16076","33.023308,-96.511928",1 hour 26 mins
"32.280923,-97.16076","34.132252,-101.749861",5 hour 29 mins
"32.280923,-97.16076","30.12196,-94.164136",4 hour 29 mins
"32.280923,-97.16076","32.691018,-100.91789",3 hour 50 mins
"32.280923,-97.16076","31.861599,-106.558131",9 hour 18 mins
"32.280923,-97.16076","29.99566,-95.176363",3 hour 38 mins
"32.280923,-97.16076","31.728527,-106.34541",9 hour 0 mins
"32.280923,-97.16076","28.897878,-99.093475",4 hour 16 mins
"32.280923,-97.16076","32.664537,-97.405063",38 mins
"32.280923,-97.16076","30.533714,-97.612",2 hour 2 mins
"32.280923,-97.16076","32.841865,-96.597568",1 hour 4 mins
"32.280923,-97.16076","29.679269,-95.561187",3 hour 29 mins
"32.280923,-97.16076","29.132282,-98.894109",3 hour 57 mins
"32.280923,-97.16076","28.54259,-99.848372",5 hour 12 mins
"32.280923,-97.16076","32.88389,-97.386483",51 mins
"32.280923,-97.16076","32.311231,-95.278313",2 hour 21 mins
"32.280923,-97.16076","34.998062,-101.922275",5 hour 47 mins
"32.280923,-97.16076","33.673156,-96.612124",1 hour 54 mins
"32.280923,-97.16076","26.074522,-97.491179",7 hour 14 mins
"32.280923,-97.16076","30.062365,-99.167332",4 hour 7 mins
"32.280923,-97.16076","33.232687,-97.168331",1 hour 7 mins
"32.280923,-97.16076","29.525455,-98.719473",3 hour 41 mins
"32.280923,-97.16076","29.769118,-97.178877",3 hour 7 mins
"32.280923,-97.16076","33.22847,-97.597167",1 hour 12 mins
"32.280923,-97.16076","29.557873,-95.38265",3 hour 45 mins
"32.280923,-97.16076","32.673669,-97.035726",46 mins
"32.280923,-97.16076","32.707756,-97.021581",49 mins
"32.280923,-97.16076","32.648837,-96.944319",47 mins
"32.280923,-97.16076","26.188966,-98.209983",6 hour 50 mins
"32.280923,-97.16076","32.768159,-97.09591",48 mins
"32.280923,-97.16076","33.540516,-97.837432",1 hour 33 mins
"30.886367,-102.890491","32.029424,-102.145934",1 hour 42 mins
"30.886367,-102.890491","32.297789,-95.259976",7 hour 57 mins
"30.886367,-102.890491","33.420247,-94.101091",8 hour 53 mins
"30.886367,-102.890491","40.750422,-73.996328",1 day 5 hour 17 mins
"30.886367,-102.890491","30.16313,-97.786956",5 hour 18 mins
"30.886367,-102.890491","29.733062,-95.591005",7 hour 12 mins
"30.886367,-102.890491","29.547421,-95.233735",7 hour 41 mins
"30.886367,-102.890491","32.981055,-96.912058",6 hour 21 mins
"30.886367,-102.890491","31.72607,-99.958787",3 hour 5 mins
"30.886367,-102.890491","31.802233,-94.19145",9 hour 0 mins
"30.886367,-102.890491","29.801632,-98.422201",4 hour 30 mins
"30.886367,-102.890491","27.612109,-99.463484",5 hour 50 mins
"30.886367,-102.890491","33.023308,-96.511928",6 hour 53 mins
"30.886367,-102.890491","34.132252,-101.749861",4 hour 1 mins
"30.886367,-102.890491","30.12196,-94.164136",8 hour 36 mins
"30.886367,-102.890491","32.691018,-100.91789",2 hour 53 mins
"30.886367,-102.890491","31.861599,-106.558131",3 hour 41 mins
"30.886367,-102.890491","29.99566,-95.176363",7 hour 44 mins
"30.886367,-102.890491","31.728527,-106.34541",3 hour 23 mins
"30.886367,-102.890491","28.897878,-99.093475",4 hour 50 mins
"30.886367,-102.890491","32.664537,-97.405063",5 hour 50 mins
"30.886367,-102.890491","30.533714,-97.612",5 hour 27 mins
"30.886367,-102.890491","32.841865,-96.597568",6 hour 33 mins
"30.886367,-102.890491","29.679269,-95.561187",7 hour 11 mins
"30.886367,-102.890491","29.132282,-98.894109",4 hour 54 mins
"30.886367,-102.890491","28.54259,-99.848372",4 hour 34 mins
"30.886367,-102.890491","32.88389,-97.386483",6 hour 0 mins
"30.886367,-102.890491","32.311231,-95.278313",7 hour 54 mins
"30.886367,-102.890491","34.998062,-101.922275",4 hour 54 mins
"30.886367,-102.890491","33.673156,-96.612124",7 hour 12 mins
"30.886367,-102.890491","26.074522,-97.491179",8 hour 18 mins
"30.886367,-102.890491","30.062365,-99.167332",3 hour 34 mins
"30.886367,-102.890491","33.232687,-97.168331",6 hour 22 mins
"30.886367,-102.890491","29.525455,-98.719473",4 hour 25 mins
"30.886367,-102.890491","29.769118,-97.178877",5 hour 49 mins
"30.886367,-102.890491","33.22847,-97.597167",6 hour 12 mins
"30.886367,-102.890491","29.557873,-95.38265",7 hour 28 mins
"30.886367,-102.890491","32.673669,-97.035726",6 hour 7 mins
"30.886367,-102.890491","32.707756,-97.021581",6 hour 10 mins
"30.886367,-102.890491","32.648837,-96.944319",6 hour 14 mins
"30.886367,-102.890491","26.188966,-98.209983",7 hour 54 mins
"30.886367,-102.890491","32.768159,-97.09591",6 hour 5 mins
"30.886367,-102.890491","33.540516,-97.837432",6 hour 19 mins
"31.285984,-94.526589","32.029424,-102.145934",7 hour 55 mins
"31.285984,-94.526589","32.297789,-95.259976",1 hour 48 mins
"31.285984,-94.526589","33.420247,-94.101091",3 hour 6 mins
"31.285984,-94.526589","40.750422,-73.996328",22 hour 58 mins
"31.285984,-94.526589","30.16313,-97.786956",4 hour 8 mins
"31.285984,-94.526589","29.733062,-95.591005",2 hour 30 mins
"31.285984,-94.526589","29.547421,-95.233735",2 hour 32 mins
"31.285984,-94.526589","32.981055,-96.912058",3 hour 26 mins
"31.285984,-94.526589","31.72607,-99.958787",5 hour 48 mins
"31.285984,-94.526589","31.802233,-94.19145",1 hour 5 mins
"31.285984,-94.526589","29.801632,-98.422201",5 hour 13 mins
"31.285984,-94.526589","27.612109,-99.463484",7 hour 5 mins
"31.285984,-94.526589","33.023308,-96.511928",3 hour 27 mins
"31.285984,-94.526589","34.132252,-101.749861",8 hour 24 mins
"31.285984,-94.526589","30.12196,-94.164136",1 hour 41 mins
"31.285984,-94.526589","32.691018,-100.91789",6 hour 54 mins
"31.285984,-94.526589","31.861599,-106.558131",12 hour 10 mins
"31.285984,-94.526589","29.99566,-95.176363",2 hour 1 mins
"31.285984,-94.526589","31.728527,-106.34541",11 hour 51 mins
"31.285984,-94.526589","28.897878,-99.093475",5 hour 40 mins
"31.285984,-94.526589","32.664537,-97.405063",3 hour 42 mins
"31.285984,-94.526589","30.533714,-97.612",3 hour 46 mins
"31.285984,-94.526589","32.841865,-96.597568",3 hour 7 mins
"31.285984,-94.526589","29.679269,-95.561187",2 hour 27 mins
"31.285984,-94.526589","29.132282,-98.894109",5 hour 22 mins
"31.285984,-94.526589","28.54259,-99.848372",6 hour 37 mins
"31.285984,-94.526589","32.88389,-97.386483",3 hour 46 mins
"31.285984,-94.526589","32.311231,-95.278313",1 hour 48 mins
"31.285984,-94.526589","34.998062,-101.922275",8 hour 42 mins
"31.285984,-94.526589","33.673156,-96.612124",4 hour 5 mins
"31.285984,-94.526589","26.074522,-97.491179",7 hour 15 mins
"31.285984,-94.526589","30.062365,-99.167332",5 hour 56 mins
"31.285984,-94.526589","33.232687,-97.168331",3 hour 48 mins
"31.285984,-94.526589","29.525455,-98.719473",5 hour 15 mins
"31.285984,-94.526589","29.769118,-97.178877",3 hour 44 mins
"31.285984,-94.526589","33.22847,-97.597167",4 hour 8 mins
"31.285984,-94.526589","29.557873,-95.38265",2 hour 24 mins
"31.285984,-94.526589","32.673669,-97.035726",3 hour 18 mins
