zip,ruca,city,state_name,population,county,median_household_income
01867,Urban,Reading,Massachusetts,"25,511",Middlesex,"$145,471"
01876,Urban,Tewksbury,Massachusetts,"30,930",Middlesex,"$112,917"
01879,Urban,Tyngsboro,Massachusetts,"12,454",Middlesex,"$130,509"
01880,Urban,Wakefield,Massachusetts,"27,179",Middlesex,"$110,878"
01886,Urban,Westford,Massachusetts,"24,535",Middlesex,"$161,076"
01887,Urban,Wilmington,Massachusetts,"23,311",Middlesex,"$146,250"
01890,Urban,Winchester,Massachusetts,"22,875",Middlesex,"$184,844"
01901,Urban,Lynn,Massachusetts,"2,291",Essex,"$24,207"
01902,Urban,Lynn,Massachusetts,"51,008",Essex,"$53,802"
01904,Urban,Lynn,Massachusetts,"19,912",Essex,"$94,006"
01905,Urban,Lynn,Massachusetts,"26,962",Essex,"$64,885"
01906,Urban,Saugus,Massachusetts,"28,521",Essex,"$93,737"
01907,Urban,Swampscott,Massachusetts,"15,183",Essex,"$112,668"
01908,Urban,Nahant,Massachusetts,"3,354",Essex,"$99,456"
01913,Urban,Amesbury,Massachusetts,"17,286",Essex,"$87,433"
01915,Urban,Beverly,Massachusetts,"41,545",Essex,"$89,076"
01921,Urban,Boxford,Massachusetts,"8,265",Essex,"$186,899"
01922,Urban,Byfield,Massachusetts,"3,929",Essex,"$193,667"
01923,Urban,Danvers,Massachusetts,"27,789",Essex,"$105,654"
01929,Urban,Essex,Massachusetts,"3,650",Essex,"$115,670"
01930,Urban,Gloucester,Massachusetts,"29,814",Essex,"$82,984"
01937,Urban,Hathorne,Massachusetts,177,Essex,
01938,Urban,Ipswich,Massachusetts,"13,740",Essex,"$111,701"
01940,Urban,Lynnfield,Massachusetts,"13,023",Essex,"$144,116"
01944,Urban,Manchester,Massachusetts,"5,382",Essex,"$193,279"
01945,Urban,Marblehead,Massachusetts,"20,397",Essex,"$154,049"
01949,Urban,Middleton,Massachusetts,"9,726",Essex,"$155,482"
01950,Urban,Newburyport,Massachusetts,"18,282",Essex,"$115,807"
01951,Urban,Newbury,Massachusetts,"2,816",Essex,"$122,344"
01952,Urban,Salisbury,Massachusetts,"9,152",Essex,"$92,048"
01960,Urban,Peabody,Massachusetts,"54,051",Essex,"$83,539"
01965,Urban,Prides Crossing,Massachusetts,903,Essex,"$223,570"
01966,Urban,Rockport,Massachusetts,"7,014",Essex,"$88,377"
01969,Urban,Rowley,Massachusetts,"6,135",Essex,"$124,196"
01970,Urban,Salem,Massachusetts,"44,372",Essex,"$72,994"
01982,Urban,South Hamilton,Massachusetts,"7,641",Essex,"$116,955"
01983,Urban,Topsfield,Massachusetts,"6,530",Essex,"$155,208"
01984,Urban,Wenham,Massachusetts,"5,006",Essex,"$154,375"
01985,Urban,West Newbury,Massachusetts,"4,500",Essex,"$164,250"
02019,Urban,Bellingham,Massachusetts,"16,934",Norfolk,"$109,042"
02021,Urban,Canton,Massachusetts,"24,122",Norfolk,"$118,814"
02025,Urban,Cohasset,Massachusetts,"8,295",Norfolk,"$156,689"
02026,Urban,Dedham,Massachusetts,"25,308",Norfolk,"$108,047"
02030,Urban,Dover,Massachusetts,"5,894",Norfolk,"$250,001"
02032,Urban,East Walpole,Massachusetts,"4,878",Norfolk,"$161,292"
02035,Urban,Foxboro,Massachusetts,"18,431",Norfolk,"$95,410"
02038,Urban,Franklin,Massachusetts,"33,057",Norfolk,"$127,608"
02043,Urban,Hingham,Massachusetts,"24,061",Plymouth,"$154,300"
02045,Urban,Hull,Massachusetts,"10,120",Plymouth,"$117,120"
02047,Urban,Humarock,Massachusetts,187,Plymouth,"$93,309"
02048,Urban,Mansfield,Massachusetts,"23,768",Bristol,"$122,274"
02050,Urban,Marshfield,Massachusetts,"25,841",Plymouth,"$109,524"
02052,Urban,Medfield,Massachusetts,"12,775",Norfolk,"$196,820"
02053,Urban,Medway,Massachusetts,"13,610",Norfolk,"$147,276"
02054,Urban,Millis,Massachusetts,"8,481",Norfolk,"$131,138"
02056,Urban,Norfolk,Massachusetts,"11,531",Norfolk,"$168,281"
02061,Urban,Norwell,Massachusetts,"11,258",Plymouth,"$172,022"
02062,Urban,Norwood,Massachusetts,"31,256",Norfolk,"$96,414"
02066,Urban,Scituate,Massachusetts,"18,781",Plymouth,"$132,639"
02067,Urban,Sharon,Massachusetts,"18,477",Norfolk,"$157,928"
02071,Urban,South Walpole,Massachusetts,"1,248",Norfolk,"$183,894"
02072,Urban,Stoughton,Massachusetts,"29,028",Norfolk,"$94,823"
02081,Urban,Walpole,Massachusetts,"20,287",Norfolk,"$129,972"
02090,Urban,Westwood,Massachusetts,"16,066",Norfolk,"$171,071"
02093,Urban,Wrentham,Massachusetts,"12,077",Norfolk,"$147,201"
02108,N/A,Boston,Massachusetts,"4,225",Suffolk,"$151,793"
02109,Urban,Boston,Massachusetts,"3,627",Suffolk,"$156,351"
02110,Urban,Boston,Massachusetts,"2,307",Suffolk,"$123,942"
02111,Urban,Boston,Massachusetts,"7,841",Suffolk,"$65,587"
02113,Urban,Boston,Massachusetts,"6,726",Suffolk,"$100,613"
02114,Urban,Boston,Massachusetts,"13,401",Suffolk,"$118,125"
02115,Urban,Boston,Massachusetts,"28,559",Suffolk,"$47,486"
02116,Urban,Boston,Massachusetts,"22,587",Suffolk,"$121,967"
02118,Urban,Boston,Massachusetts,"27,718",Suffolk,"$71,096"
02119,Urban,Roxbury,Massachusetts,"28,307",Suffolk,"$34,987"
02120,Urban,Roxbury Crossing,Massachusetts,"15,082",Suffolk,"$50,728"
02121,Urban,Dorchester,Massachusetts,"29,888",Suffolk,"$40,732"
02122,Urban,Dorchester,Massachusetts,"23,747",Suffolk,"$77,081"
02124,Urban,Dorchester Center,Massachusetts,"56,070",Suffolk,"$65,683"
02125,Urban,Dorchester,Massachusetts,"32,614",Suffolk,"$60,612"
02126,Urban,Mattapan,Massachusetts,"25,572",Suffolk,"$61,180"
02127,Urban,South Boston,Massachusetts,"35,266",Suffolk,"$131,782"
02128,Urban,East Boston,Massachusetts,"45,501",Suffolk,"$71,630"
02129,Urban,Charlestown,Massachusetts,"20,411",Suffolk,"$140,534"
02130,Urban,Jamaica Plain,Massachusetts,"41,112",Suffolk,"$106,153"
02131,Urban,Roslindale,Massachusetts,"32,609",Suffolk,"$93,601"
02132,Urban,West Roxbury,Massachusetts,"26,437",Suffolk,"$114,596"
02133,Urban,Boston,Massachusetts,0,Suffolk,
02134,Urban,Allston,Massachusetts,"18,437",Suffolk,"$70,021"
02135,Urban,Brighton,Massachusetts,"45,024",Suffolk,"$85,792"
02136,Urban,Hyde Park,Massachusetts,"40,947",Suffolk,"$81,859"
02138,Urban,Cambridge,Massachusetts,"39,370",Middlesex,"$108,692"
02139,Urban,Cambridge,Massachusetts,"39,707",Middlesex,"$113,374"
02140,Urban,Cambridge,Massachusetts,"20,060",Middlesex,"$119,827"
02141,Urban,Cambridge,Massachusetts,"13,953",Middlesex,"$96,563"
02142,Urban,Cambridge,Massachusetts,"4,172",Middlesex,"$137,723"
02143,Urban,Somerville,Massachusetts,"25,264",Middlesex,"$111,201"
02144,Urban,Somerville,Massachusetts,"25,367",Middlesex,"$117,601"
02145,Urban,Somerville,Massachusetts,"27,359",Middlesex,"$99,035"
02148,Urban,Malden,Massachusetts,"65,386",Middlesex,"$77,082"
02149,Urban,Everett,Massachusetts,"48,584",Middlesex,"$71,574"
02150,Urban,Chelsea,Massachusetts,"40,009",Suffolk,"$64,688"
02151,Urban,Revere,Massachusetts,"60,736",Suffolk,"$72,971"
02152,Urban,Winthrop,Massachusetts,"19,088",Suffolk,"$86,780"
02155,Urban,Medford,Massachusetts,"62,996",Middlesex,"$107,937"
02163,Urban,Boston,Massachusetts,"2,198",Suffolk,"$67,292"
02169,Urban,Quincy,Massachusetts,"60,459",Norfolk,"$80,087"
02170,Urban,Quincy,Massachusetts,"20,130",Norfolk,"$92,052"
02171,Urban,Quincy,Massachusetts,"19,923",Norfolk,"$90,558"
02176,Urban,Melrose,Massachusetts,"29,401",Middlesex,"$125,000"
02180,Urban,Stoneham,Massachusetts,"23,077",Middlesex,"$105,541"
02184,Urban,Braintree,Massachusetts,"38,712",Norfolk,"$114,916"
02186,Urban,Milton,Massachusetts,"28,414",Norfolk,"$154,125"
02188,Urban,Weymouth,Massachusetts,"16,169",Norfolk,"$98,327"
02189,Urban,East Weymouth,Massachusetts,"15,265",Norfolk,"$80,020"
02190,Urban,South Weymouth,Massachusetts,"17,927",Norfolk,"$93,988"
02191,Urban,North Weymouth,Massachusetts,"7,856",Norfolk,"$95,846"
02199,Urban,Boston,Massachusetts,"1,232",Suffolk,"$106,182"
02203,Urban,Boston,Massachusetts,0,Suffolk,
02205,Urban,Boston,Massachusetts,0,Suffolk,
02210,Urban,Boston,Massachusetts,"4,830",Suffolk,"$160,000"
02215,Urban,Boston,Massachusetts,"25,856",Suffolk,"$58,466"
02301,Urban,Brockton,Massachusetts,"68,571",Plymouth,"$65,275"
02302,Urban,Brockton,Massachusetts,"35,645",Plymouth,"$75,280"
02322,Urban,Avon,Massachusetts,"4,740",Norfolk,"$127,953"
02324,Urban,Bridgewater,Massachusetts,"25,245",Plymouth,"$107,932"
02325,Urban,Bridgewater,Massachusetts,"3,082",Plymouth,"$22,708"
02330,Urban,Carver,Massachusetts,"11,641",Plymouth,"$61,811"
02332,Urban,Duxbury,Massachusetts,"16,004",Plymouth,"$130,260"
02333,Urban,East Bridgewater,Massachusetts,"14,403",Plymouth,"$110,924"
02338,Urban,Halifax,Massachusetts,"7,737",Plymouth,"$98,264"
02339,Urban,Hanover,Massachusetts,"14,742",Plymouth,"$149,048"
02341,Urban,Hanson,Massachusetts,"10,419",Plymouth,"$113,500"
02343,Urban,Holbrook,Massachusetts,"11,309",Norfolk,"$89,580"
02346,Urban,Middleboro,Massachusetts,"24,219",Plymouth,"$81,809"
02347,Urban,Lakeville,Massachusetts,"11,514",Plymouth,"$112,240"
02350,Urban,Monponsett,Massachusetts,182,Plymouth,
02351,Urban,Abington,Massachusetts,"16,974",Plymouth,"$113,155"
02356,Urban,North Easton,Massachusetts,"11,943",Bristol,"$114,682"
02357,Urban,North Easton,Massachusetts,"1,582",Bristol,
02359,Urban,Pembroke,Massachusetts,"18,329",Plymouth,"$130,015"
02360,Urban,Plymouth,Massachusetts,"60,793",Plymouth,"$97,956"
02364,Urban,Kingston,Massachusetts,"13,618",Plymouth,"$103,945"
02366,Urban,South Carver,Massachusetts,194,Plymouth,
02367,Suburban,Plympton,Massachusetts,"2,934",Plymouth,"$118,098"
02368,Urban,Randolph,Massachusetts,"34,696",Norfolk,"$87,985"
02370,Urban,Rockland,Massachusetts,"17,774",Plymouth,"$90,315"
02375,Urban,South Easton,Massachusetts,"11,437",Bristol,"$110,549"
02379,Urban,West Bridgewater,Massachusetts,"7,622",Plymouth,"$111,964"
02382,Urban,Whitman,Massachusetts,"15,116",Plymouth,"$94,919"
02420,Urban,Lexington,Massachusetts,"15,451",Middlesex,"$215,303"
02421,Urban,Lexington,Massachusetts,"18,784",Middlesex,"$191,140"
02445,Urban,Brookline,Massachusetts,"21,485",Norfolk,"$126,832"
02446,Urban,Brookline,Massachusetts,"31,764",Norfolk,"$109,845"
02451,Urban,Waltham,Massachusetts,"17,965",Middlesex,"$109,021"
02452,Urban,Waltham,Massachusetts,"16,193",Middlesex,"$101,857"
02453,Urban,Waltham,Massachusetts,"30,441",Middlesex,"$100,167"
02457,Urban,Babson Park,Massachusetts,"1,848",Norfolk,
02458,Urban,Newton,Massachusetts,"12,428",Middlesex,"$131,992"
02459,Urban,Newton Center,Massachusetts,"19,081",Middlesex,"$200,091"
02460,Urban,Newtonville,Massachusetts,"9,638",Middlesex,"$140,000"
02461,Urban,Newton Highlands,Massachusetts,"6,899",Middlesex,"$181,220"
02462,Urban,Newton Lower Falls,Massachusetts,"1,381",Middlesex,"$91,944"
02464,Urban,Newton Upper Falls,Massachusetts,"3,595",Middlesex,"$121,071"
02465,Urban,West Newton,Massachusetts,"11,574",Middlesex,"$167,330"
02466,Urban,Auburndale,Massachusetts,"9,109",Middlesex,"$137,656"
02467,Urban,Chestnut Hill,Massachusetts,"23,328",Norfolk,"$157,054"
02468,Urban,Waban,Massachusetts,"5,305",Middlesex,"$250,001"
02472,Urban,Watertown,Massachusetts,"35,229",Middlesex,"$101,354"
02474,Urban,Arlington,Massachusetts,"28,028",Middlesex,"$124,375"
02476,Urban,Arlington,Massachusetts,"18,017",Middlesex,"$127,649"
02478,Urban,Belmont,Massachusetts,"27,016",Middlesex,"$151,290"
02481,Urban,Wellesley Hills,Massachusetts,"16,997",Norfolk,"$249,375"
02482,Urban,Wellesley,Massachusetts,"10,520",Norfolk,"$202,396"
02492,Urban,Needham,Massachusetts,"20,927",Norfolk,"$190,651"
02493,Urban,Weston,Massachusetts,"11,806",Middlesex,"$220,815"
02494,Urban,Needham Heights,Massachusetts,"10,881",Norfolk,"$153,285"
02532,Urban,Buzzards Bay,Massachusetts,"12,715",Barnstable,"$77,221"
02534,Urban,Cataumet,Massachusetts,"1,127",Barnstable,
02535,Rural,Chilmark,Massachusetts,"2,151",Dukes,"$104,135"
02536,Urban,East Falmouth,Massachusetts,"20,261",Barnstable,"$74,944"
02537,Urban,East Sandwich,Massachusetts,"7,124",Barnstable,"$124,167"
02538,Urban,East Wareham,Massachusetts,"4,663",Plymouth,"$88,152"
02539,Urban,Edgartown,Massachusetts,"5,084",Dukes,"$73,849"
02540,Urban,Falmouth,Massachusetts,"8,888",Barnstable,"$81,343"
02542,Urban,Buzzards Bay,Massachusetts,847,Barnstable,"$43,929"
02543,Urban,Woods Hole,Massachusetts,924,Dukes,"$79,306"
02553,Urban,Monument Beach,Massachusetts,30,Barnstable,
02554,Suburban,Nantucket,Massachusetts,"13,585",Nantucket,"$116,470"
02556,Urban,North Falmouth,Massachusetts,"2,457",Barnstable,"$106,167"
02557,Urban,Oak Bluffs,Massachusetts,"1,762",Dukes,"$67,703"
02558,Urban,Onset,Massachusetts,"1,779",Plymouth,"$56,588"
02559,Urban,Pocasset,Massachusetts,"3,307",Barnstable,"$78,883"
02561,Urban,Sagamore,Massachusetts,"1,025",Barnstable,"$81,983"
02562,Urban,Sagamore Beach,Massachusetts,"3,204",Barnstable,"$110,233"
02563,Urban,Sandwich,Massachusetts,"9,514",Barnstable,"$105,302"
02564,Suburban,Siasconset,Massachusetts,180,Nantucket,"$119,519"
02568,Urban,Vineyard Haven,Massachusetts,"8,810",Dukes,"$70,197"
02571,Urban,Wareham,Massachusetts,"10,738",Plymouth,"$72,500"
02575,Rural,West Tisbury,Massachusetts,"2,432",Dukes,"$114,432"
02576,Urban,West Wareham,Massachusetts,"3,985",Plymouth,"$60,764"
02584,Suburban,Nantucket,Massachusetts,30,Nantucket,
02601,Urban,Hyannis,Massachusetts,"17,175",Barnstable,"$57,844"
02630,Urban,Barnstable,Massachusetts,"1,953",Barnstable,"$122,976"
02631,Urban,Brewster,Massachusetts,"10,109",Barnstable,"$88,207"
02632,Urban,Centerville,Massachusetts,"12,038",Barnstable,"$102,733"
02633,Urban,Chatham,Massachusetts,"4,649",Barnstable,"$95,604"
02635,Urban,Cotuit,Massachusetts,"2,902",Barnstable,"$68,837"
02637,Urban,Cummaquid,Massachusetts,292,Barnstable,
02638,Urban,Dennis,Massachusetts,"3,180",Barnstable,"$100,063"
02639,Urban,Dennis Port,Massachusetts,"3,439",Barnstable,"$46,635"
02641,Urban,East Dennis,Massachusetts,178,Barnstable,"$175,571"
02642,Urban,Eastham,Massachusetts,"5,674",Barnstable,"$76,859"
02643,Urban,East Orleans,Massachusetts,0,Barnstable,
02644,Urban,Forestdale,Massachusetts,"3,713",Barnstable,"$115,078"
02645,Urban,Harwich,Massachusetts,"10,845",Barnstable,"$82,889"
02646,Urban,Harwich Port,Massachusetts,"1,801",Barnstable,"$67,283"
02647,Urban,Hyannis Port,Massachusetts,166,Barnstable,
02648,Urban,Marstons Mills,Massachusetts,"7,283",Barnstable,"$111,754"
02649,Urban,Mashpee,Massachusetts,"14,996",Barnstable,"$83,563"
02650,Urban,North Chatham,Massachusetts,764,Barnstable,"$80,125"
02652,Rural,North Truro,Massachusetts,990,Barnstable,"$83,468"
02653,Urban,Orleans,Massachusetts,"6,276",Barnstable,"$79,250"
02655,Urban,Osterville,Massachusetts,"3,341",Barnstable,"$97,070"
02657,Suburban,Provincetown,Massachusetts,"3,582",Barnstable,"$72,904"
02659,Urban,South Chatham,Massachusetts,"1,141",Barnstable,"$61,302"
02660,Urban,South Dennis,Massachusetts,"6,480",Barnstable,"$69,931"
02663,Rural,South Wellfleet,Massachusetts,398,Barnstable,
02664,Urban,South Yarmouth,Massachusetts,"9,010",Barnstable,"$72,179"
02666,Rural,Truro,Massachusetts,585,Barnstable,
02667,Rural,Wellfleet,Massachusetts,"3,907",Barnstable,"$90,625"
02668,Urban,West Barnstable,Massachusetts,"2,604",Barnstable,"$100,869"
02670,Urban,West Dennis,Massachusetts,"1,373",Barnstable,"$61,875"
02671,Urban,West Harwich,Massachusetts,870,Barnstable,"$76,719"
02672,Urban,West Hyannisport,Massachusetts,153,Barnstable,"$71,250"
02673,Urban,West Yarmouth,Massachusetts,"9,351",Barnstable,"$65,880"
02675,Urban,Yarmouth Port,Massachusetts,"7,178",Barnstable,"$96,399"
02702,Urban,Assonet,Massachusetts,"4,383",Bristol,"$105,515"
02703,Urban,Attleboro,Massachusetts,"46,126",Bristol,"$81,798"
02713,Rural,Cuttyhunk,Massachusetts,34,Dukes,"$71,667"
02715,Urban,Dighton,Massachusetts,"3,531",Bristol,"$97,148"
02717,Urban,East Freetown,Massachusetts,"4,782",Bristol,"$112,308"
02718,Urban,East Taunton,Massachusetts,"6,867",Bristol,"$89,796"
02719,Urban,Fairhaven,Massachusetts,"15,911",Bristol,"$79,432"
02720,Urban,Fall River,Massachusetts,"31,210",Bristol,"$56,843"
02721,Urban,Fall River,Massachusetts,"26,981",Bristol,"$47,963"
02723,Urban,Fall River,Massachusetts,"16,577",Bristol,"$43,142"
02724,Urban,Fall River,Massachusetts,"18,127",Bristol,"$43,511"
02725,Urban,Somerset,Massachusetts,"2,490",Bristol,"$118,176"
02726,Urban,Somerset,Massachusetts,"15,781",Bristol,"$95,307"
02738,Urban,Marion,Massachusetts,"5,378",Plymouth,"$106,354"
02739,Urban,Mattapoisett,Massachusetts,"6,478",Plymouth,"$101,487"
02740,Urban,New Bedford,Massachusetts,"45,990",Bristol,"$47,206"
02743,Urban,Acushnet,Massachusetts,"10,443",Bristol,"$78,471"
02744,Urban,New Bedford,Massachusetts,"12,614",Bristol,"$48,009"
02745,Urban,New Bedford,Massachusetts,"24,884",Bristol,"$63,623"
02746,Urban,New Bedford,Massachusetts,"16,675",Bristol,"$37,565"
02747,Urban,North Dartmouth,Massachusetts,"22,872",Bristol,"$90,048"
02748,Urban,South Dartmouth,Massachusetts,"11,496",Bristol,"$101,782"
02760,Urban,North Attleboro,Massachusetts,"28,837",Bristol,"$97,884"
02762,Urban,Plainville,Massachusetts,"9,760",Norfolk,"$96,932"
02763,Urban,Attleboro Falls,Massachusetts,"1,720",Bristol,"$98,224"
02764,Urban,North Dighton,Massachusetts,"4,472",Bristol,"$101,226"
02766,Urban,Norton,Massachusetts,"19,270",Bristol,"$109,375"
02767,Urban,Raynham,Massachusetts,"15,255",Bristol,"$100,425"
02769,Suburban,Rehoboth,Massachusetts,"12,434",Bristol,"$115,156"
02770,Suburban,Rochester,Massachusetts,"5,702",Plymouth,"$110,959"
02771,Urban,Seekonk,Massachusetts,"15,339",Bristol,"$100,041"
02777,Urban,Swansea,Massachusetts,"17,020",Bristol,"$101,703"
02779,Urban,Berkley,Massachusetts,"6,724",Bristol,"$110,518"
02780,Urban,Taunton,Massachusetts,"51,911",Bristol,"$63,524"
02790,Urban,Westport,Massachusetts,"16,237",Bristol,"$85,470"
02791,Suburban,Westport Point,Massachusetts,361,Bristol,"$90,543"
02802,Urban,Albion,Rhode Island,501,Providence,"$105,694"
02804,Suburban,Ashaway,Rhode Island,"2,456",Washington,"$111,014"
02806,Urban,Barrington,Rhode Island,"17,201",Bristol,"$130,455"
02807,Rural,Block Island,Rhode Island,"1,007",Washington,"$72,279"
02808,Urban,Bradford,Rhode Island,"2,432",Washington,"$67,480"
02809,Urban,Bristol,Rhode Island,"22,305",Bristol,"$80,727"
02812,Suburban,Carolina,Rhode Island,"1,043",Washington,"$111,279"
02813,Suburban,Charlestown,Rhode Island,"8,012",Washington,"$86,023"
02814,Suburban,Chepachet,Rhode Island,"7,638",Providence,"$93,060"
02815,Suburban,Clayville,Rhode Island,155,Providence,
02816,Urban,Coventry,Rhode Island,"32,348",Kent,"$86,981"
02817,Suburban,West Greenwich,Rhode Island,"6,500",Kent,"$126,402"
02818,Urban,East Greenwich,Rhode Island,"19,814",Kent,"$109,796"
02822,Suburban,Exeter,Rhode Island,"6,155",Washington,"$84,018"
02823,Urban,Fiskeville,Rhode Island,25,Providence,
02824,Urban,Forestdale,Rhode Island,140,Providence,
02825,Suburban,Foster,Rhode Island,"5,771",Providence,"$97,651"
02826,Urban,Glendale,Rhode Island,589,Providence,"$68,471"
02827,Suburban,Greene,Rhode Island,"2,357",Kent,"$90,192"
02828,Urban,Greenville,Rhode Island,"7,331",Providence,"$82,414"
02829,Urban,Harmony,Rhode Island,152,Providence,
02830,Urban,Harrisville,Rhode Island,"6,377",Providence,"$107,033"
02831,Urban,Hope,Rhode Island,"4,201",Providence,"$121,250"
02832,Suburban,Hope Valley,Rhode Island,"4,901",Washington,"$96,951"
02833,Suburban,Hopkinton,Rhode Island,782,Washington,"$33,547"
02835,Urban,Jamestown,Rhode Island,"5,531",Newport,"$120,129"
02836,Suburban,Kenyon,Rhode Island,95,Washington,
02837,Suburban,Little Compton,Rhode Island,"3,600",Newport,"$96,111"
02838,Urban,Manville,Rhode Island,"3,645",Providence,"$59,883"
02839,Urban,Mapleville,Rhode Island,"1,313",Providence,"$78,477"
02840,Urban,Newport,Rhode Island,"23,460",Newport,"$77,042"
02841,Urban,Newport,Rhode Island,"1,862",Newport,
02842,Urban,Middletown,Rhode Island,"16,983",Newport,"$88,211"
02852,Urban,North Kingstown,Rhode Island,"22,979",Washington,"$96,100"
02857,Suburban,North Scituate,Rhode Island,"7,992",Providence,"$104,617"
02858,Urban,Oakland,Rhode Island,622,Providence,"$111,250"
02859,Urban,Pascoag,Rhode Island,"7,401",Providence,"$103,218"
02860,Urban,Pawtucket,Rhode Island,"48,092",Providence,"$49,357"
02861,Urban,Pawtucket,Rhode Island,"27,128",Providence,"$73,285"
02863,Urban,Central Falls,Rhode Island,"22,192",Providence,"$40,235"
02864,Urban,Cumberland,Rhode Island,"36,053",Providence,"$104,975"
02865,Urban,Lincoln,Rhode Island,"18,269",Providence,"$103,934"
02871,Urban,Portsmouth,Rhode Island,"17,674",Newport,"$104,677"
02872,Urban,Prudence Island,Rhode Island,128,Newport,
02873,Suburban,Rockville,Rhode Island,72,Washington,
02874,Urban,Saunderstown,Rhode Island,"6,615",Washington,"$124,471"
02875,Suburban,Shannock,Rhode Island,305,Washington,"$87,800"
02876,Urban,Slatersville,Rhode Island,782,Providence,"$30,513"
02878,Urban,Tiverton,Rhode Island,"16,287",Newport,"$85,522"
02879,Urban,Wakefield,Rhode Island,"22,325",Washington,"$102,397"
02881,Urban,Kingston,Rhode Island,"6,844",Washington,"$72,466"
02882,Urban,Narragansett,Rhode Island,"13,574",Washington,"$83,502"
02885,Urban,Warren,Rhode Island,"11,166",Bristol,"$75,755"
02886,Urban,Warwick,Rhode Island,"29,991",Kent,"$75,404"
02888,Urban,Warwick,Rhode Island,"18,398",Kent,"$78,269"
02889,Urban,Warwick,Rhode Island,"28,433",Kent,"$79,274"
02891,Urban,Westerly,Rhode Island,"21,998",Washington,"$82,331"
02892,Suburban,West Kingston,Rhode Island,"6,144",Washington,"$118,542"
02893,Urban,West Warwick,Rhode Island,"30,823",Kent,"$62,649"
02894,Suburban,Wood River Junction,Rhode Island,555,Washington,"$71,813"
02895,Urban,Woonsocket,Rhode Island,"43,177",Providence,"$48,882"
02896,Urban,North Smithfield,Rhode Island,"11,499",Providence,"$95,595"
02898,Suburban,Wyoming,Rhode Island,"1,441",Washington,"$86,122"
02903,Urban,Providence,Rhode Island,"12,450",Providence,"$50,966"
02904,Urban,Providence,Rhode Island,"31,494",Providence,"$56,139"
02905,Urban,Providence,Rhode Island,"26,569",Providence,"$45,594"
02906,Urban,Providence,Rhode Island,"26,299",Providence,"$93,341"
02907,Urban,Providence,Rhode Island,"31,705",Providence,"$39,522"
02908,Urban,Providence,Rhode Island,"38,977",Providence,"$63,775"
02909,Urban,Providence,Rhode Island,"42,021",Providence,"$52,232"
02910,Urban,Cranston,Rhode Island,"22,469",Providence,"$77,951"
02911,Urban,North Providence,Rhode Island,"16,151",Providence,"$69,306"
02912,Urban,Providence,Rhode Island,"4,247",Providence,
02914,Urban,East Providence,Rhode Island,"21,966",Providence,"$51,513"
02915,Urban,Riverside,Rhode Island,"15,912",Providence,"$76,385"
02916,Urban,Rumford,Rhode Island,"9,293",Providence,"$85,025"
02917,Urban,Smithfield,Rhode Island,"14,595",Providence,"$92,440"
02918,Urban,Providence,Rhode Island,"2,934",Providence,
02919,Urban,Johnston,Rhode Island,"29,473",Providence,"$76,592"
02921,Urban,Cranston,Rhode Island,"12,384",Providence,"$112,767"
02920,Urban,Cranston,Rhode Island,"37,389",Providence,"$68,794"
03031,Urban,Amherst,New Hampshire,"11,744",Hillsborough,"$142,083"
03032,Suburban,Auburn,New Hampshire,"5,852",Rockingham,"$127,330"
03033,Suburban,Brookline,New Hampshire,"5,591",Hillsborough,"$150,893"
03034,Suburban,Candia,New Hampshire,"4,166",Rockingham,"$106,868"
03036,Suburban,Chester,New Hampshire,"5,198",Rockingham,"$131,635"
03037,Suburban,Deerfield,New Hampshire,"4,664",Rockingham,"$111,833"
03038,Urban,Derry,New Hampshire,"34,371",Rockingham,"$84,819"
03042,Suburban,Epping,New Hampshire,"7,077",Rockingham,"$88,671"
03043,Rural,Francestown,New Hampshire,"1,542",Hillsborough,"$99,185"
03044,Suburban,Fremont,New Hampshire,"4,680",Rockingham,"$116,944"
03045,Urban,Goffstown,New Hampshire,"13,824",Hillsborough,"$100,751"
03046,Suburban,Dunbarton,New Hampshire,"3,006",Merrimack,"$136,548"
03047,Suburban,Greenfield,New Hampshire,"1,789",Hillsborough,"$89,179"
03048,Suburban,Greenville,New Hampshire,"3,468",Hillsborough,"$80,761"
03049,Suburban,Hollis,New Hampshire,"8,324",Hillsborough,"$144,514"
03051,Urban,Hudson,New Hampshire,"25,314",Hillsborough,"$112,285"
03052,Urban,Litchfield,New Hampshire,"8,467",Hillsborough,"$122,139"
03053,Urban,Londonderry,New Hampshire,"25,534",Rockingham,"$116,996"
03054,Urban,Merrimack,New Hampshire,"26,730",Hillsborough,"$114,562"
03055,Urban,Milford,New Hampshire,"16,041",Hillsborough,"$82,990"
03057,Suburban,Mont Vernon,New Hampshire,"2,584",Hillsborough,"$134,356"
03060,Urban,Nashua,New Hampshire,"31,039",Hillsborough,"$58,434"
03062,Urban,Nashua,New Hampshire,"28,562",Hillsborough,"$95,279"
03063,Urban,Nashua,New Hampshire,"16,289",Hillsborough,"$93,876"
03064,Urban,Nashua,New Hampshire,"14,769",Hillsborough,"$69,637"
03070,Suburban,New Boston,New Hampshire,"6,051",Hillsborough,"$122,292"
03071,Rural,New Ipswich,New Hampshire,"5,217",Hillsborough,"$81,958"
03076,Urban,Pelham,New Hampshire,"14,099",Hillsborough,"$111,333"
03077,Urban,Raymond,New Hampshire,"10,670",Rockingham,"$82,521"
03079,Urban,Salem,New Hampshire,"30,158",Rockingham,"$91,276"
